key	disposition	residue_kind	residue_target	evidence	specs	plans	ledgers	chronicles	retrospectives
retro-the-palimpsest	shipped	none		committed retrospective					docs/retrospectives/the-palimpsest.md
retro-the-pallet	shipped	none		committed retrospective					docs/retrospectives/the-pallet.md
retro-the-panes	shipped	none		committed retrospective					docs/retrospectives/the-panes.md
retro-the-parley	shipped	none		committed retrospective					docs/retrospectives/the-parley.md
retro-the-particular	shipped	none		committed retrospective					docs/retrospectives/the-particular.md
retro-the-pavement	shipped	none		committed retrospective					docs/retrospectives/the-pavement.md
retro-the-pawl	shipped	none		committed retrospective					docs/retrospectives/the-pawl.md
retro-the-penstock	shipped	none		committed retrospective					docs/retrospectives/the-penstock.md
retro-the-phantom	shipped	none		committed retrospective					docs/retrospectives/the-phantom.md
retro-the-pigment	shipped	none		committed retrospective					docs/retrospectives/the-pigment.md
retro-the-plat	shipped	none		committed retrospective					docs/retrospectives/the-plat.md
retro-the-plumb	shipped	none		committed retrospective					docs/retrospectives/the-plumb.md
retro-the-portolan	shipped	none		committed retrospective					docs/retrospectives/the-portolan.md
retro-the-portolan-world-map	shipped	none		committed retrospective					docs/retrospectives/the-portolan-world-map.md
retro-the-precedence	shipped	none		committed retrospective					docs/retrospectives/the-precedence.md
retro-the-predicates-and-the-grammar	shipped	none		committed retrospective					docs/retrospectives/the-predicates-and-the-grammar.md
retro-the-presiding	shipped	none		committed retrospective					docs/retrospectives/the-presiding.md
retro-the-prospect	shipped	none		committed retrospective					docs/retrospectives/the-prospect.md
retro-the-provender	shipped	none		committed retrospective					docs/retrospectives/the-provender.md
retro-the-purview	shipped	none		committed retrospective					docs/retrospectives/the-purview.md
retro-the-pyx	shipped	none		committed retrospective					docs/retrospectives/the-pyx.md
retro-the-quadrat	shipped	none		committed retrospective					docs/retrospectives/the-quadrat.md
retro-the-quarry	shipped	none		committed retrospective					docs/retrospectives/the-quarry.md
retro-the-quickening	shipped	none		committed retrospective					docs/retrospectives/the-quickening.md
retro-the-quire	shipped	none		committed retrospective					docs/retrospectives/the-quire.md
retro-the-quoin	shipped	none		committed retrospective					docs/retrospectives/the-quoin.md
retro-the-rack	shipped	none		committed retrospective					docs/retrospectives/the-rack.md
retro-the-radiation	shipped	none		committed retrospective					docs/retrospectives/the-radiation.md
retro-the-rail	shipped	none		committed retrospective					docs/retrospectives/the-rail.md
retro-the-rains	shipped	none		committed retrospective					docs/retrospectives/the-rains.md
retro-the-range	shipped	none		committed retrospective					docs/retrospectives/the-range.md
retro-the-reagent	shipped	none		committed retrospective					docs/retrospectives/the-reagent.md
retro-the-real-sky	shipped	none		committed retrospective					docs/retrospectives/the-real-sky.md
retro-the-reassay	shipped	none		committed retrospective					docs/retrospectives/the-reassay.md
retro-the-reckoning	shipped	none		committed retrospective					docs/retrospectives/the-reckoning.md
retro-the-region	shipped	none		committed retrospective					docs/retrospectives/the-region.md
retro-the-repertoire	shipped	none		committed retrospective					docs/retrospectives/the-repertoire.md
retro-the-repertory	shipped	none		committed retrospective					docs/retrospectives/the-repertory.md
retro-the-repose	shipped	none		committed retrospective					docs/retrospectives/the-repose.md
retro-the-reservoir	shipped	none		committed retrospective					docs/retrospectives/the-reservoir.md
retro-the-residue	shipped	none		committed retrospective					docs/retrospectives/the-residue.md
retro-the-retainer	shipped	none		committed retrospective					docs/retrospectives/the-retainer.md
retro-the-retelling	shipped	none		committed retrospective					docs/retrospectives/the-retelling.md
retro-the-reticence	shipped	none		committed retrospective					docs/retrospectives/the-reticence.md
retro-the-rhumb	shipped	none		committed retrospective					docs/retrospectives/the-rhumb.md
retro-the-rill	shipped	none		committed retrospective					docs/retrospectives/the-rill.md
retro-the-rising-tone	shipped	none		committed retrospective					docs/retrospectives/the-rising-tone.md
retro-the-roll	shipped	none		committed retrospective					docs/retrospectives/the-roll.md
retro-the-room-mesh	shipped	none		committed retrospective					docs/retrospectives/the-room-mesh.md
retro-the-salt	shipped	none		committed retrospective					docs/retrospectives/the-salt.md
retro-the-scaffold	shipped	none		committed retrospective					docs/retrospectives/the-scaffold.md
retro-the-scarf	shipped	none		committed retrospective					docs/retrospectives/the-scarf.md
retro-the-scour	shipped	none		committed retrospective					docs/retrospectives/the-scour.md
retro-the-seam	shipped	none		committed retrospective					docs/retrospectives/the-seam.md
retro-the-self-describing-sky	shipped	none		committed retrospective					docs/retrospectives/the-self-describing-sky.md
retro-the-selvage	shipped	none		committed retrospective					docs/retrospectives/the-selvage.md
retro-the-sextant	shipped	none		committed retrospective					docs/retrospectives/the-sextant.md
retro-the-sexton	shipped	none		committed retrospective					docs/retrospectives/the-sexton.md
retro-the-shadow-track	shipped	none		committed retrospective					docs/retrospectives/the-shadow-track.md
retro-the-shelf-mark	shipped	none		committed retrospective					docs/retrospectives/the-shelf-mark.md
retro-the-shoal	shipped	none		committed retrospective					docs/retrospectives/the-shoal.md
retro-the-shudder	shipped	none		committed retrospective					docs/retrospectives/the-shudder.md
retro-the-shuttle	shipped	none		committed retrospective					docs/retrospectives/the-shuttle.md
retro-the-siding	shipped	none		committed retrospective					docs/retrospectives/the-siding.md
retro-the-sighting	shipped	none		committed retrospective					docs/retrospectives/the-sighting.md
retro-the-signet	shipped	none		committed retrospective					docs/retrospectives/the-signet.md
retro-the-single-saying	shipped	none		committed retrospective					docs/retrospectives/the-single-saying.md
retro-the-single-sculpt	shipped	none		committed retrospective					docs/retrospectives/the-single-sculpt.md
retro-the-sluice	shipped	none		committed retrospective					docs/retrospectives/the-sluice.md
retro-the-slumber	shipped	none		committed retrospective					docs/retrospectives/the-slumber.md
retro-the-snapshot	shipped	none		committed retrospective					docs/retrospectives/the-snapshot.md
retro-the-solitary-tongue	shipped	none		committed retrospective					docs/retrospectives/the-solitary-tongue.md
retro-the-sounding	shipped	none		committed retrospective					docs/retrospectives/the-sounding.md
retro-the-sources	shipped	none		committed retrospective					docs/retrospectives/the-sources.md
retro-the-staff	shipped	none		committed retrospective					docs/retrospectives/the-staff.md
retro-the-standing-offer	shipped	none		committed retrospective					docs/retrospectives/the-standing-offer.md
retro-the-staple	shipped	none		committed retrospective					docs/retrospectives/the-staple.md
retro-the-stile	shipped	none		committed retrospective					docs/retrospectives/the-stile.md
retro-the-stope	shipped	none		committed retrospective					docs/retrospectives/the-stope.md
retro-the-stride	shipped	none		committed retrospective					docs/retrospectives/the-stride.md
retro-the-stylus	shipped	none		committed retrospective					docs/retrospectives/the-stylus.md
retro-the-sundering	shipped	none		committed retrospective					docs/retrospectives/the-sundering.md
retro-the-surmise	shipped	none		committed retrospective					docs/retrospectives/the-surmise.md
retro-the-tableau	shipped	none		committed retrospective					docs/retrospectives/the-tableau.md
retro-the-tackle	shipped	none		committed retrospective					docs/retrospectives/the-tackle.md
retro-the-tailrace	shipped	none		committed retrospective					docs/retrospectives/the-tailrace.md
retro-the-tare	shipped	none		committed retrospective					docs/retrospectives/the-tare.md
retro-the-teeth	shipped	none		committed retrospective					docs/retrospectives/the-teeth.md
retro-the-temperament	shipped	none		committed retrospective					docs/retrospectives/the-temperament.md
retro-the-terminator	shipped	none		committed retrospective					docs/retrospectives/the-terminator.md
retro-the-terrier	shipped	none		committed retrospective					docs/retrospectives/the-terrier.md
retro-the-threshold	shipped	none		committed retrospective					docs/retrospectives/the-threshold.md
retro-the-tidings	shipped	none		committed retrospective					docs/retrospectives/the-tidings.md
retro-the-tilth	shipped	none		committed retrospective					docs/retrospectives/the-tilth.md
retro-the-timekeeper	shipped	none		committed retrospective					docs/retrospectives/the-timekeeper.md
retro-the-tithe	shipped	none		committed retrospective					docs/retrospectives/the-tithe.md
retro-the-tolerance	shipped	none		committed retrospective					docs/retrospectives/the-tolerance.md
retro-the-tongues	shipped	none		committed retrospective					docs/retrospectives/the-tongues.md
retro-the-toponym	shipped	none		committed retrospective					docs/retrospectives/the-toponym.md
retro-the-touchstone	shipped	none		committed retrospective					docs/retrospectives/the-touchstone.md
retro-the-true-name	shipped	none		committed retrospective					docs/retrospectives/the-true-name.md
retro-the-tumult	shipped	none		committed retrospective					docs/retrospectives/the-tumult.md
retro-the-turning	shipped	none		committed retrospective					docs/retrospectives/the-turning.md
retro-the-turnstile	shipped	none		committed retrospective					docs/retrospectives/the-turnstile.md
retro-the-twin	shipped	none		committed retrospective					docs/retrospectives/the-twin.md
retro-the-type-audit	shipped	none		committed retrospective					docs/retrospectives/the-type-audit.md
retro-the-uncommon-ground	shipped	none		committed retrospective					docs/retrospectives/the-uncommon-ground.md
retro-the-undertow	shipped	none		committed retrospective					docs/retrospectives/the-undertow.md
retro-the-underworld	shipped	none		committed retrospective					docs/retrospectives/the-underworld.md
retro-the-vacancy	shipped	none		committed retrospective					docs/retrospectives/the-vacancy.md
retro-the-vantage	shipped	none		committed retrospective					docs/retrospectives/the-vantage.md
retro-the-vernacular	shipped	none		committed retrospective					docs/retrospectives/the-vernacular.md
retro-the-vessel-stitch	shipped	none		committed retrospective					docs/retrospectives/the-vessel-stitch.md
retro-the-vestige	shipped	none		committed retrospective					docs/retrospectives/the-vestige.md
retro-the-vigil	shipped	none		committed retrospective					docs/retrospectives/the-vigil.md
retro-the-wakeful-sun	shipped	none		committed retrospective					docs/retrospectives/the-wakeful-sun.md
retro-the-wandering-sun	shipped	none		committed retrospective					docs/retrospectives/the-wandering-sun.md
retro-the-wanting	shipped	none		committed retrospective					docs/retrospectives/the-wanting.md
retro-the-warren	shipped	none		committed retrospective					docs/retrospectives/the-warren.md
retro-the-wash	shipped	none		committed retrospective					docs/retrospectives/the-wash.md
retro-the-waterline	shipped	none		committed retrospective					docs/retrospectives/the-waterline.md
retro-the-watershed	shipped	none		committed retrospective					docs/retrospectives/the-watershed.md
retro-the-waymark	shipped	none		committed retrospective					docs/retrospectives/the-waymark.md
retro-the-wearing	shipped	none		committed retrospective					docs/retrospectives/the-wearing.md
retro-the-weir	shipped	none		committed retrospective					docs/retrospectives/the-weir.md
retro-the-whetstone	shipped	none		committed retrospective					docs/retrospectives/the-whetstone.md
retro-the-wick	shipped	none		committed retrospective					docs/retrospectives/the-wick.md
retro-the-wicket	shipped	none		committed retrospective					docs/retrospectives/the-wicket.md
retro-the-wilding	shipped	none		committed retrospective					docs/retrospectives/the-wilding.md
retro-the-winnowing	shipped	none		committed retrospective					docs/retrospectives/the-winnowing.md
retro-the-winze	shipped	none		committed retrospective					docs/retrospectives/the-winze.md
retro-the-witness	shipped	none		committed retrospective					docs/retrospectives/the-witness.md
retro-year-2	shipped	none		committed retrospective					docs/retrospectives/year-2.md
spec-2026-07-05-campaign-2-the-sky-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-05-campaign-2-the-sky-design.md				
spec-2026-07-05-hornvale-longterm-plan-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-05-hornvale-longterm-plan-design.md				
spec-2026-07-06-campaign-3-the-land-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-06-campaign-3-the-land-design.md				
spec-2026-07-06-campaign-4-the-people-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-06-campaign-4-the-people-design.md				
spec-2026-07-06-campaign-l0-the-lab-design	shipped	none		matching explicit campaign identifier; book/src/chronicle/campaign-l0-lab.md header records complete/merged	docs/superpowers/specs/2026-07-06-campaign-l0-the-lab-design.md				
spec-2026-07-07-campaign-5-the-gods-design	shipped	none		matching explicit campaign identifier; book/src/chronicle/campaign-5.md header records complete/merged	docs/superpowers/specs/2026-07-07-campaign-5-the-gods-design.md				
spec-2026-07-07-campaign-y2-1-the-peoples-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-07-campaign-y2-1-the-peoples-design.md				
spec-2026-07-07-campaign-y2-2-the-eyes-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-07-campaign-y2-2-the-eyes-design.md				
spec-2026-07-07-year-2-metaplan-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-07-year-2-metaplan-design.md				
spec-2026-07-08-audible-phonology-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-08-audible-phonology-design.md				
spec-2026-07-08-campaign-y2-3-the-tongues-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-08-campaign-y2-3-the-tongues-design.md				
spec-2026-07-08-campaign-y2-4-the-meeting-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-08-campaign-y2-4-the-meeting-design.md				
spec-2026-07-09-atlas-viewer-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-09-atlas-viewer-design.md				
spec-2026-07-09-campaign-the-words-design	active	none		no direct terminal closure citation in record	docs/superpowers/specs/2026-07-09-campaign-the-words-design.md				
spec-2026-07-09-deep-time-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-09-deep-time-design.md				
spec-2026-07-09-firm-ground-ii-design	active	none		no direct terminal closure citation in record	docs/superpowers/specs/2026-07-09-firm-ground-ii-design.md				
spec-2026-07-09-live-orrery-design	active	none		no direct terminal closure citation in record	docs/superpowers/specs/2026-07-09-live-orrery-design.md				
spec-2026-07-09-orrery-emoji-design	active	none		no direct terminal closure citation in record	docs/superpowers/specs/2026-07-09-orrery-emoji-design.md				
spec-2026-07-09-rendering-strategy-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-09-rendering-strategy-design.md				
spec-2026-07-09-scene-protocol-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-09-scene-protocol-design.md				
spec-2026-07-09-star-chart-design	active	none		no direct terminal closure citation in record	docs/superpowers/specs/2026-07-09-star-chart-design.md				
spec-2026-07-09-the-branches-design	active	none		no direct terminal closure citation in record	docs/superpowers/specs/2026-07-09-the-branches-design.md				
spec-2026-07-09-the-measured-coast-design	active	none		no direct terminal closure citation in record	docs/superpowers/specs/2026-07-09-the-measured-coast-design.md				
spec-2026-07-09-the-orrery-design	active	none		no direct terminal closure citation in record	docs/superpowers/specs/2026-07-09-the-orrery-design.md				
spec-2026-07-09-the-type-audit-design	active	none		no direct terminal closure citation in record	docs/superpowers/specs/2026-07-09-the-type-audit-design.md				
spec-2026-07-09-year-3-metaplan-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-09-year-3-metaplan-design.md				
spec-2026-07-10-crust-design	active	none		no direct terminal closure citation in record	docs/superpowers/specs/2026-07-10-crust-design.md				
spec-2026-07-10-frontier-in-the-book-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-10-frontier-in-the-book-design.md				
spec-2026-07-10-phonology-tone-tonogenesis-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-10-phonology-tone-tonogenesis-design.md				
spec-2026-07-11-the-walk-metaplan-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-11-the-walk-metaplan-design.md				
spec-2026-07-12-domain-trait-registry-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-12-domain-trait-registry-design.md				
spec-2026-07-12-lab-performance-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-12-lab-performance-design.md				
spec-2026-07-12-remote-gate-aws-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-12-remote-gate-aws-design.md				
spec-2026-07-12-temperature-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-12-temperature-design.md				
spec-2026-07-12-the-datum-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-12-the-datum-design.md				
spec-2026-07-12-the-locale-window-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-12-the-locale-window-design.md				
spec-2026-07-12-the-room-mesh-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-12-the-room-mesh-design.md				
spec-2026-07-13-census-as-data-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-13-census-as-data-design.md				
spec-2026-07-13-fast-gate-tiers-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-13-fast-gate-tiers-design.md				
spec-2026-07-13-night-sky-instrument-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-13-night-sky-instrument-design.md				
spec-2026-07-13-population-field-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-13-population-field-design.md				
spec-2026-07-13-single-craton-hypsometry-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-13-single-craton-hypsometry-design.md				
spec-2026-07-13-the-casement-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-13-the-casement-design.md				
spec-2026-07-13-the-coexistence-stack-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-13-the-coexistence-stack-design.md				
spec-2026-07-13-the-seam-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-13-the-seam-design.md				
spec-2026-07-13-the-self-describing-sky-design	active	none		no direct terminal closure citation in record	docs/superpowers/specs/2026-07-13-the-self-describing-sky-design.md				
spec-2026-07-13-the-uncommon-ground-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-13-the-uncommon-ground-design.md				
spec-2026-07-14-bio2-life-history-allometry-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-14-bio2-life-history-allometry-design.md				
spec-2026-07-14-campaign-autopilot-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-14-campaign-autopilot-design.md				
spec-2026-07-14-eclipse-seasons-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-14-eclipse-seasons-design.md				
spec-2026-07-14-ecs-program-metaplan-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-14-ecs-program-metaplan-design.md				
spec-2026-07-14-goldengrove-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-14-goldengrove-design.md				
spec-2026-07-14-sculpting-design	active	none		no direct terminal closure citation in record	docs/superpowers/specs/2026-07-14-sculpting-design.md				
spec-2026-07-14-the-ground-design	active	none		no direct terminal closure citation in record	docs/superpowers/specs/2026-07-14-the-ground-design.md				
spec-2026-07-14-the-helm-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-14-the-helm-design.md				
spec-2026-07-14-the-long-count-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-14-the-long-count-design.md				
spec-2026-07-14-the-niche-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-14-the-niche-design.md				
spec-2026-07-14-the-seam-ecs-campaign-1-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-14-the-seam-ecs-campaign-1-design.md				
spec-2026-07-14-the-speakable-design	shipped	none		source declares chronicle close: book/src/chronicle/the-speakable.md; header records complete/merged	docs/superpowers/specs/2026-07-14-the-speakable-design.md				
spec-2026-07-15-kindid-ecs-campaign-2-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-15-kindid-ecs-campaign-2-design.md				
spec-2026-07-16-rift-and-fit-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-16-rift-and-fit-design.md				
spec-2026-07-16-species-dissolve-ecs-campaign-3-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-16-species-dissolve-ecs-campaign-3-design.md				
spec-2026-07-16-the-faces-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-16-the-faces-design.md				
spec-2026-07-16-the-isotherm-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-16-the-isotherm-design.md				
spec-2026-07-16-the-moons-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-16-the-moons-design.md				
spec-2026-07-16-the-named-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-16-the-named-design.md				
spec-2026-07-16-the-reckoning-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-16-the-reckoning-design.md				
spec-2026-07-16-the-region-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-16-the-region-design.md				
spec-2026-07-16-the-terminator-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-16-the-terminator-design.md				
spec-2026-07-17-instance-join-ecs-campaign-5-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-17-instance-join-ecs-campaign-5-design.md				
spec-2026-07-17-systems-schedule-ecs-campaign-6-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-17-systems-schedule-ecs-campaign-6-design.md				
spec-2026-07-17-the-first-sentence-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-17-the-first-sentence-design.md				
spec-2026-07-17-the-predicates-and-the-grammar-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-17-the-predicates-and-the-grammar-design.md				
spec-2026-07-17-the-presiding-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-17-the-presiding-design.md				
spec-2026-07-17-the-query-engine-ecs-campaign-4-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-17-the-query-engine-ecs-campaign-4-design.md				
spec-2026-07-17-the-real-sky-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-17-the-real-sky-design.md				
spec-2026-07-17-the-self-writing-book-program-metaplan-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-17-the-self-writing-book-program-metaplan-design.md				
spec-2026-07-17-the-wandering-sun-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-17-the-wandering-sun-design.md				
spec-2026-07-18-diurnal-temperature-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-18-diurnal-temperature-design.md				
spec-2026-07-18-the-chorus-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-18-the-chorus-design.md				
spec-2026-07-18-the-correspondence-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-18-the-correspondence-design.md				
spec-2026-07-18-the-echo-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-18-the-echo-design.md				
spec-2026-07-18-the-elements-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-18-the-elements-design.md				
spec-2026-07-18-the-explanations-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-18-the-explanations-design.md				
spec-2026-07-18-the-foresight-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-18-the-foresight-design.md				
spec-2026-07-18-the-freshet-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-18-the-freshet-design.md				
spec-2026-07-18-the-quickening-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-18-the-quickening-design.md				
spec-2026-07-18-the-shadow-track-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-18-the-shadow-track-design.md				
spec-2026-07-18-the-surmise-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-18-the-surmise-design.md				
spec-2026-07-18-the-tongues-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-18-the-tongues-design.md				
spec-2026-07-18-the-wanting-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-18-the-wanting-design.md				
spec-2026-07-19-cloud-shell-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-19-cloud-shell-design.md				
spec-2026-07-19-ocean-currents-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-19-ocean-currents-design.md				
spec-2026-07-19-precipitation-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-19-precipitation-design.md				
spec-2026-07-19-the-confluence-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-19-the-confluence-design.md				
spec-2026-07-19-the-deep-grammar-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-19-the-deep-grammar-design.md				
spec-2026-07-19-the-demesne-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-19-the-demesne-design.md				
spec-2026-07-19-the-diachronic-book-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-19-the-diachronic-book-design.md				
spec-2026-07-19-the-doctrine-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-19-the-doctrine-design.md				
spec-2026-07-19-the-temperament-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-19-the-temperament-design.md				
spec-2026-07-19-the-vessel-stitch-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-19-the-vessel-stitch-design.md				
spec-2026-07-19-weather-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-19-weather-design.md				
spec-2026-07-20-few-and-many-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-20-few-and-many-design.md				
spec-2026-07-20-orrery-performance-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-20-orrery-performance-design.md				
spec-2026-07-20-the-book-polish-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-20-the-book-polish-design.md				
spec-2026-07-20-the-cartographer-design	active	none		no terminal closure stated in record	docs/superpowers/specs/2026-07-20-the-cartographer-design.md				
spec-2026-07-20-the-cartographer-transition-design	active	none		no terminal closure stated in record	docs/superpowers/specs/2026-07-20-the-cartographer-transition-design.md				
spec-2026-07-20-the-consonance-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-20-the-consonance-design.md				
spec-2026-07-20-the-corrigendum-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-20-the-corrigendum-design.md				
spec-2026-07-20-the-idioms-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-20-the-idioms-design.md				
spec-2026-07-20-the-kindling-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-20-the-kindling-design.md				
spec-2026-07-20-the-living-community-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-20-the-living-community-design.md				
spec-2026-07-20-the-provender-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-20-the-provender-design.md				
spec-2026-07-20-the-residue-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-20-the-residue-design.md				
spec-2026-07-20-the-slumber-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-20-the-slumber-design.md				
spec-2026-07-20-the-sounding-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-20-the-sounding-design.md				
spec-2026-07-21-proc-17-stream-labels-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-21-proc-17-stream-labels-design.md				
spec-2026-07-21-proc-18-stream-labels-macro-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-21-proc-18-stream-labels-macro-design.md				
spec-2026-07-21-the-alarm-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-21-the-alarm-design.md				
spec-2026-07-21-the-assay-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-21-the-assay-design.md				
spec-2026-07-21-the-bane-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-21-the-bane-design.md				
spec-2026-07-21-the-belonging-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-21-the-belonging-design.md				
spec-2026-07-21-the-connection-graph-design	active	none		status header retains active work	docs/superpowers/specs/2026-07-21-the-connection-graph-design.md				
spec-2026-07-21-the-diorama-design	active	none		no terminal closure stated in record	docs/superpowers/specs/2026-07-21-the-diorama-design.md				
spec-2026-07-21-the-disposition-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-21-the-disposition-design.md				
spec-2026-07-21-the-dread-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-21-the-dread-design.md				
spec-2026-07-21-the-freshwater-design	active	none		no terminal closure stated in record	docs/superpowers/specs/2026-07-21-the-freshwater-design.md				
spec-2026-07-21-the-massing-design	active	none		no terminal closure stated in record	docs/superpowers/specs/2026-07-21-the-massing-design.md				
spec-2026-07-21-the-mettle-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-21-the-mettle-design.md				
spec-2026-07-21-the-overworld-design	active	none		no terminal closure stated in record	docs/superpowers/specs/2026-07-21-the-overworld-design.md				
spec-2026-07-21-the-quarry-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-21-the-quarry-design.md				
spec-2026-07-21-the-teeth-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-21-the-teeth-design.md				
spec-2026-07-21-the-tidings-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-21-the-tidings-design.md				
spec-2026-07-21-the-vantage-design	active	none		no terminal closure stated in record	docs/superpowers/specs/2026-07-21-the-vantage-design.md				
spec-2026-07-21-the-wilding-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-21-the-wilding-design.md				
spec-2026-07-22-proc-12-regenerate-on-conflict-design	shipped	none		status header records closure	docs/superpowers/specs/2026-07-22-proc-12-regenerate-on-conflict-design.md				
